,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
459,Calendar Girls (2015 film),tt4897908,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Calendar-Girls-2015-Poster.jpg/220px-Calendar-Girls-2015-Poster.jpg,https://en.wikipedia.org/wiki/Calendar_Girls_(2015_film),tt3368222,Angry Indian Goddesses,Angry Indian Goddesses,0,2015,115,Comedy|Drama,tt2951576,4.1,688.0
460,Mumbhaii - The Gangster,,,https://en.wikipedia.org/wiki/Mumbhaii_-_The_Gangster,tt3369670,Children of War,Children of War,0,2014,160,Drama|History|War,tt3426144,6.8,76.0
461,Bhaag Johnny,tt3619710,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Bhaag_Jonny_Poster.jpg/220px-Bhaag_Jonny_Poster.jpg,https://en.wikipedia.org/wiki/Bhaag_Johnny,tt3380264,Kill Dil,Kill Dil,0,2014,127,Action|Drama|Romance,tt2980794,7.6,24037.0
462,Jazbaa,tt4323504,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Jazbaa_theatrical_release_poster.jpg/220px-Jazbaa_theatrical_release_poster.jpg,https://en.wikipedia.org/wiki/Jazbaa,tt3382148,Yaariyan,Yaariyan,0,2014,145,Drama|Romance,tt2196638,7.5,195.0
463,Bumper Draw,tt4995402,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Poster_Of_Bumper_Draw.jpg/220px-Poster_Of_Bumper_Draw.jpg,https://en.wikipedia.org/wiki/Bumper_Draw,tt3390572,Haider,Haider,0,2014,160,Action|Crime|Drama,tt3302962,5.6,3613.0
464,Chinar Daastaan-E-Ishq,tt5021968,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Official_poster_of_Chinar_Daastaan-E-Ishq.jpg/220px-Official_poster_of_Chinar_Daastaan-E-Ishq.jpg,https://en.wikipedia.org/wiki/Chinar_Daastaan-E-Ishq,tt3398048,Tevar,Tevar,0,2015,157,Action|Drama|Romance,tt2573750,6.1,1973.0
465,Kis Kisko Pyaar Karoon,tt4302956,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Kis_Kisko_Pyaar_Karoon_-_Poster.jpg/220px-Kis_Kisko_Pyaar_Karoon_-_Poster.jpg,https://en.wikipedia.org/wiki/Kis_Kisko_Pyar_Karu,tt3398052,Invitation of Love,Daawat-e-Ishq,0,2014,118,Comedy|Drama|Romance,tt3322420,8.2,56406.0
466,Pyaar Ka Punchnama 2,tt4430136,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Pyaar-Ka-Punch.jpg/220px-Pyaar-Ka-Punch.jpg,https://en.wikipedia.org/wiki/Pyaar_Ka_Punchnama_2,tt3405236,Raees,Raees,0,2017,143,Action|Crime|Drama,tt3483646,5.5,3455.0
467,Wedding Pullav,tt4651394,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Wedding_Pullav_Poster.jpg/220px-Wedding_Pullav_Poster.jpg,https://en.wikipedia.org/wiki/Wedding_Pullav,tt3410408,Rocky Handsome,Rocky Handsome,0,2016,119,Action|Thriller,tt2727028,5.0,2726.0
468,Shaandaar,tt4007558,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Shaandaar-Official-Poster-2.jpg/220px-Shaandaar-Official-Poster-2.jpg,https://en.wikipedia.org/wiki/Shaandaar,tt3422462,Bangistan,Bangistan,0,2015,135,Comedy|Drama,tt3565354,4.3,53.0
469,Titli (2014 film),tt3019620,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Cannes_Titli_Film_Poster.jpg/220px-Cannes_Titli_Film_Poster.jpg,https://en.wikipedia.org/wiki/Titli_(2014_film),tt3426144,Babloo Happy Hai,Babloo Happy Hai,0,2014,113,Comedy|Drama|Romance,tt2976176,8.0,1240.0
470,Main Aur Charles,tt4024944,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Main-aur-charles.jpg/220px-Main-aur-charles.jpg,https://en.wikipedia.org/wiki/Main_Aur_Charles,tt3431714,Mastram,Mastram,0,2013,98,Biography|Drama,tt2609218,3.8,2521.0
471,Guddu Ki Gun,tt4853926,,https://en.wikipedia.org/wiki/Guddu_Ki_Gun,tt3431756,Rakhtbeej,Rakhtbeej,0,2012,120,Thriller,tt3539966,5.2,918.0
472,Charlie Kay Chakkar Mein,tt2190820,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Official_poster_of_Charlie_Kay_Chakkar_Mein.jpg/220px-Official_poster_of_Charlie_Kay_Chakkar_Mein.jpg,https://en.wikipedia.org/wiki/Charlie_Kay_Chakkar_Mein,tt3447364,Detective Byomkesh Bakshy!,Detective Byomkesh Bakshy!,0,2015,139,Action|Mystery|Thriller,tt3614516,8.0,8672.0
473,Yaara Silly Silly,tt5052972,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Yaara_Silly_Silly_-_Poster.jpg/220px-Yaara_Silly_Silly_-_Poster.jpg,https://en.wikipedia.org/wiki/Yaara_Silly_Silly,tt3449292,Manjhi: The Mountain Man,Manjhi: The Mountain Man,0,2015,120,Adventure|Biography|Drama,tt3531604,3.6,320.0
474,Four Pillars of Basement,tt4565796,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Four_Pillars_of_Basement_-_Poster.jpg/220px-Four_Pillars_of_Basement_-_Poster.jpg,https://en.wikipedia.org/wiki/Four_Pillars_of_Basement,tt3449320,Darr @ the Mall,Darr @ the Mall,0,2014,124,Horror|Thriller,tt3166542,6.8,43.0
475,X: Past Is Present,tt5207116,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/X-The_Film-Poster.jpg/220px-X-The_Film-Poster.jpg,https://en.wikipedia.org/wiki/X_(2014_film),tt3453964,Jugni,Jugni,0,2016,115,Drama,tt3483596,3.4,527.0
476,Angry Indian Goddesses,tt3368222,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Angry_Indian_Goddesses.jpg/220px-Angry_Indian_Goddesses.jpg,https://en.wikipedia.org/wiki/Angry_Indian_Goddesses,tt3465488,Karle Pyaar Karle,Karle Pyaar Karle,0,2014,110,Action|Romance,tt4335698,2.3,7.0
477,Tamasha (2015 film),tt3148502,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Tamasha_%28film_poster%29.jpg/220px-Tamasha_%28film_poster%29.jpg,https://en.wikipedia.org/wiki/Tamasha_(2015_film),tt3469244,Phantom,Phantom,0,2015,136,Action|Drama|Thriller,tt2372678,6.9,22060.0
478,Hate Story 3,tt4865436,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Hate-Story-3-Poster-New.jpg/220px-Hate-Story-3-Poster-New.jpg,https://en.wikipedia.org/wiki/Hate_Story_3,tt3477214,Kaun Kitney Paani Mein,Kaun Kitney Paani Mein,0,2015,112,Comedy|Drama|Family,tt2708550,6.8,415.0
479,Kajarya,tt3261022,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Kajarya_-_Poster_1.jpg/220px-Kajarya_-_Poster_1.jpg,https://en.wikipedia.org/wiki/Kajarya,tt3482198,Anuradha,Anuradha,0,2014,\N,Drama,tt3531852,6.7,4480.0
480,The Silent Heroes,tt4309284,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Poster_Of_Movie_The_Silent_Heroes.jpg/220px-Poster_Of_Movie_The_Silent_Heroes.jpg,https://en.wikipedia.org/wiki/The_Silent_Heroes,tt3483596,O Teri,O Teri,0,2014,107,Comedy|Drama,tt2762334,5.2,6907.0
481,Mr Joe B. Carvalho,tt2876408,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/MrJoeB.Carvalhoposter.jpg/220px-MrJoeB.Carvalhoposter.jpg,https://en.wikipedia.org/wiki/Mr_Joe_B._Carvalho,tt3483612,Hamari Adhuri Kahani,Hamari Adhuri Kahani,0,2015,129,Drama|Romance,tt2612924,5.3,66.0
482,Once Upon a Time in Bihar,tt3693936,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Once_Upon_A_Time_In_Bihar_Poster.jpg/220px-Once_Upon_A_Time_In_Bihar_Poster.jpg,https://en.wikipedia.org/wiki/Once_Upon_A_Time_In_Bihar,tt3483646,Bewakoofiyaan,Bewakoofiyaan,0,2014,119,Comedy|Drama|Romance,tt2191164,7.5,89.0
483,Ranbanka,tt5151622,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Ranbanka.jpg/220px-Ranbanka.jpg,https://en.wikipedia.org/wiki/Ranbanka,tt3483712,Raja Natwarlal,Raja Natwarlal,0,2014,141,Crime|Thriller,tt3514330,5.1,1742.0
484,Sholay,tt0073707,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Sholay-poster.jpg/220px-Sholay-poster.jpg,https://en.wikipedia.org/wiki/Sholay#3D_re-release,tt3495000,Mardaani,Mardaani,0,2014,113,Action|Crime|Drama,tt3636776,6.3,1013.0
485,Dedh Ishqiya,tt2675978,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Dedh_Ishqiya_Teaser_Poster.jpg/220px-Dedh_Ishqiya_Teaser_Poster.jpg,https://en.wikipedia.org/wiki/Dedh_Ishqiya,tt3495026,Fan,Fan,0,2016,138,Action|Drama|Thriller,tt3681414,6.2,683.0
486,Karle Pyaar Karle,tt3465488,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Karle_Pyaar_Karle_Movie_Poster.jpg/220px-Karle_Pyaar_Karle_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Karle_Pyaar_Karle,tt3495030,Dum Laga Ke Haisha,Dum Laga Ke Haisha,0,2015,110,Comedy|Drama|Romance,tt2063745,7.4,1761.0
487,Yaariyan (2014 film),tt3382148,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Yaariyan_%282014_film%29_poster.jpg/220px-Yaariyan_%282014_film%29_poster.jpg,https://en.wikipedia.org/wiki/Yaariyan_(2014_film),tt3501994,Hawaa Hawaai,Hawaa Hawaai,0,2014,120,Drama|Family|Sport,tt3640942,5.6,240.0
488,Miss Lovely,tt1629715,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Miss_Lovely_%282012_film%29.jpg/220px-Miss_Lovely_%282012_film%29.jpg,https://en.wikipedia.org/wiki/Miss_Lovely,tt3514330,Youngistaan,Youngistaan,0,2014,133,Drama,tt3056632,7.3,462.0
489,Om-Dar-B-Dar,tt0246825,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Avant_Garde_Omdarbadar_Kamal_Swaroop_Poster.jpg/220px-Avant_Garde_Omdarbadar_Kamal_Swaroop_Poster.jpg,https://en.wikipedia.org/wiki/Om-Dar-Ba-Dar,tt3524410,Yeh Hai Bakrapur,Yeh Hai Bakrapur,0,2014,95,Comedy|Drama,tt3672618,6.2,273.0
490,Paranthe Wali Gali,tt2907156,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Paranthe_Wali_Gali.jpg/220px-Paranthe_Wali_Gali.jpg,https://en.wikipedia.org/wiki/Paranthe_Wali_Gali,tt3531604,Gang of Ghosts,Gang of Ghosts,0,2014,128,Comedy|Horror,tt3431714,4.8,414.0
491,Strings of Passion,tt1867064,,https://en.wikipedia.org/wiki/Strings_Of_Passion,tt3531852,Bhoothnath Returns,Bhoothnath Returns,0,2014,155,Comedy|Drama|Fantasy,tt3645014,3.2,1419.0
492,Gunday,tt2574698,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Gunday_%282013_film%29.jpg/220px-Gunday_%282013_film%29.jpg,https://en.wikipedia.org/wiki/Gunday,tt3539966,Dishkiyaoon,Dishkiyaoon,0,2014,119,Action|Thriller,tt3369670,6.7,848.0
493,Jai Ho (film),tt1188982,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Jai_Ho_%282013_Hindi_film%29_poster.jpg/220px-Jai_Ho_%282013_Hindi_film%29_poster.jpg,https://en.wikipedia.org/wiki/Jai_Ho_(film),tt3547616,All Is Well,All Is Well,0,2015,126,Adventure|Comedy|Drama,tt3501994,7.4,1560.0
494,Hasee Toh Phasee,tt3173910,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Haseetohphasee_poster.jpg/220px-Haseetohphasee_poster.jpg,https://en.wikipedia.org/wiki/Hasee_Toh_Phasee,tt3554418,Khoobsurat,Khoobsurat,0,2014,130,Comedy|Romance,tt3585758,6.5,13.0
495,Heartless (2014 film),tt3334348,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Heartless_2014%2C_official_poster.jpg/220px-Heartless_2014%2C_official_poster.jpg,https://en.wikipedia.org/wiki/Heartless_(2014_film),tt3565354,Karar: The Deal,Karar: The Deal,0,2014,115,Thriller,tt2998196,5.4,229.0
496,Ya Rab,tt3303416,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Ya_Rab.jpg/220px-Ya_Rab.jpg,https://en.wikipedia.org/wiki/Ya_Rab,tt3585758,Kahin Hai Mera Pyar,Kahin Hai Mera Pyar,0,2014,138,Drama|Musical|Romance,tt3142232,5.3,7438.0
497,Darr @ the Mall,tt3449320,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Darr%40TheMallFirstTeaserPoster.jpg/220px-Darr%40TheMallFirstTeaserPoster.jpg,https://en.wikipedia.org/wiki/Darr_@_the_Mall,tt3590416,Global Baba,Global Baba,0,2016,120,Thriller,tt3709344,7.3,4141.0
498,One by Two (2014 film),tt2951576,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/One_by_Two_%282014_Hindi_film%29_Poster.jpg/220px-One_by_Two_%282014_Hindi_film%29_Poster.jpg,https://en.wikipedia.org/wiki/One_by_Two_(2014_film),tt3595298,Prem Ratan Dhan Payo,Prem Ratan Dhan Payo,0,2015,164,Action|Drama|Musical,tt2417560,7.3,3162.0
499,Babloo Happy Hai,tt3426144,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Babloo_Happy_Hai_-_Movie_Poster.jpg/220px-Babloo_Happy_Hai_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Babloo_Happy_Hai,tt3611266,Bank Chor,Bank Chor,0,2017,120,Action|Comedy|Thriller,tt3290688,4.6,1483.0
500,Highway (2014 Hindi film),tt2980794,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Highway_Hindi_Film_Poster.jpg/220px-Highway_Hindi_Film_Poster.jpg,https://en.wikipedia.org/wiki/Highway_(2014_Hindi_film),tt3614516,Ankhon Dekhi,Ankhon Dekhi,0,2013,107,Comedy|Drama,tt3038772,4.3,539.0
501,Gulabi Gang (film),tt2196638,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Gulabi_Gang_Documentary_Film_Poster.jpg/220px-Gulabi_Gang_Documentary_Film_Poster.jpg,https://en.wikipedia.org/wiki/Gulabi_Gang_(film),tt3619710,Bhaag Johnny,Bhaag Johnny,0,2015,118,Action|Fantasy|Thriller,tt2208248,2.7,136.0
502,Shaadi Ke Side Effects,tt3302962,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Shaadi_ke_side_effects.jpg/220px-Shaadi_ke_side_effects.jpg,https://en.wikipedia.org/wiki/Shaadi_Ke_Side_Effects,tt3619772,Hate Story 2,Hate Story 2,0,2014,130,Drama|Thriller,tt2429930,5.6,62.0
503,Gulaab Gang,tt2573750,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Gulab_Gang.jpg/220px-Gulab_Gang.jpg,https://en.wikipedia.org/wiki/Gulaab_Gang,tt3619854,Creature,Creature,0,2014,134,Action|Horror|Sci-Fi,tt3524410,3.8,240.0
504,Queen (2014 film),tt3322420,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/QueenMoviePoster7thMarch.jpg/220px-QueenMoviePoster7thMarch.jpg,https://en.wikipedia.org/wiki/Queen_(2014_film),tt3636776,Samrat & Co.,Samrat & Co.,0,2014,125,Mystery|Thriller,tt3175038,6.4,14964.0
505,Bewakoofiyaan,tt3483646,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Bewakoofiyaan_Poster.jpg/220px-Bewakoofiyaan_Poster.jpg,https://en.wikipedia.org/wiki/Bewakoofiyaan,tt3640942,Koyelaanchal,Koyelaanchal,0,2014,145,Action|Drama,tt3359290,5.5,1922.0
506,Neighbours: They Are Vampires,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Neighbours_theatrical_poster%2C_14_March_2014.jpg/220px-Neighbours_theatrical_poster%2C_14_March_2014.jpg,https://en.wikipedia.org/wiki/Neighbours:_They_Are_Vampires,tt3645014,The Xpose,The Xpose,0,2014,113,Thriller,tt3036740,1.8,7216.0
507,Total Siyapaa,tt2727028,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Total_Siyappa_2014_Indian_film_poster.jpg/220px-Total_Siyappa_2014_Indian_film_poster.jpg,https://en.wikipedia.org/wiki/Total_Siyapaa,tt3666258,Coffee Bloom,Coffee Bloom,0,2015,90,Drama,tt3678938,6.0,10065.0
508,Dee Saturday Night,tt10635372,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Dee-saturday-night-01.jpg/220px-Dee-saturday-night-01.jpg,https://en.wikipedia.org/wiki/Dee_Saturday_Night,tt3672618,Dekh Tamasha Dekh,Dekh Tamasha Dekh,0,2014,110,Comedy,tt3619772,4.4,1903.0
509,Karar: The Deal,tt3565354,,https://en.wikipedia.org/wiki/Karar:_The_Deal,tt3678782,City of Revenge,Badlapur,0,2015,134,Action|Crime|Drama,tt3716142,4.9,653.0
510,Lakshmi (2014 film),tt2976176,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Nagesh_Kunkunoor_Lakshmi_Film_Movie_Poster.jpg/220px-Nagesh_Kunkunoor_Lakshmi_Film_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Lakshmi_(2014_film),tt3678938,The Bride of Humpty Sharma,Humpty Sharma Ki Dulhania,0,2014,133,Comedy|Drama|Romance,tt2283894,6.5,39.0
511,Ragini MMS 2,tt2609218,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Ragini_MMS_2_Poster.jpg/220px-Ragini_MMS_2_Poster.jpg,https://en.wikipedia.org/wiki/Ragini_MMS_2,tt3679000,Any Body Can Dance 2,Any Body Can Dance 2,0,2015,154,Biography|Drama|Music,tt3822600,5.5,329.0
512,Dishkiyaoon,tt3539966,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Dishkiyaoon_Teaser.jpg/220px-Dishkiyaoon_Teaser.jpg,https://en.wikipedia.org/wiki/Dishkiyaoon,tt3679060,Kapow,Dishoom,0,2016,124,Action|Adventure|Comedy,tt2556308,7.2,23733.0
513,Ankhon Dekhi,tt3614516,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Ankhon_Dekhi_%E2%80%93_Poster_1.jpg/220px-Ankhon_Dekhi_%E2%80%93_Poster_1.jpg,https://en.wikipedia.org/wiki/Ankhon_Dekhi,tt3681414,Purani Jeans,Purani Jeans,0,2014,137,Drama,tt3683702,4.7,931.0
514,Gang of Ghosts,tt3531604,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Gang_Of_Ghosts%2C_Official_Poster%2C_2014.jpg/220px-Gang_Of_Ghosts%2C_Official_Poster%2C_2014.jpg,https://en.wikipedia.org/wiki/Gang_of_Ghosts,tt3683702,Fugly,Fugly,0,2014,134,Drama|Thriller,tt3854246,5.0,12.0
515,Pyar Ka Live Show,,,https://en.wikipedia.org/wiki/Pyar_Ka_Live_Show,tt3693936,Once Upon a Time in Bihar,Once Upon a Time in Bihar,0,2015,122,Thriller,tt3794302,6.2,866.0
516,Anuradha (2014 film),tt3482198,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Anuradha_Hindi_poster.jpg/220px-Anuradha_Hindi_poster.jpg,https://en.wikipedia.org/wiki/Anuradha_(2014_Hindi_film),tt3696192,Singh Is Bliing,Singh Is Bliing,0,2015,141,Action|Comedy,tt2978626,4.5,6885.0
517,W (2014 film),tt3166542,https://upload.wikimedia.org/wikipedia/en/e/e0/WFilmPoster2014.jpg,https://en.wikipedia.org/wiki/W_(2014_film),tt3709344,CityLights,City Lights,0,2014,126,Drama|Thriller,tt2309764,5.7,6745.0
518,O Teri,tt3483596,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/O_Teri_Poster.jpg/220px-O_Teri_Poster.jpg,https://en.wikipedia.org/wiki/O_Teri,tt3716142,Lekar Hum Deewana Dil,Lekar Hum Deewana Dil,0,2014,140,Comedy|Romance,tt3495000,7.3,9623.0
519,Honour Killing (film),tt4335698,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Honour_Killing_poster.jpg/220px-Honour_Killing_poster.jpg,https://en.wikipedia.org/wiki/Honour_Killing_(film),tt3717068,Court,Court,0,2014,116,Drama,tt3483712,6.1,3666.0
520,2 States (2014 film),tt2372678,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/2_States_poster.jpg/220px-2_States_poster.jpg,https://en.wikipedia.org/wiki/2_States_(2014_film),tt3720634,3 AM: A Paranormal Experience,3 AM: A Paranormal Experience,0,2014,103,Horror|Romance,tt3001638,6.8,9307.0
521,Jal (film),tt2708550,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Jal_Movie_Official_Poster.jpg/220px-Jal_Movie_Official_Poster.jpg,https://en.wikipedia.org/wiki/Jal_(film),tt3726012,Mastizaade,Mastizaade,0,2016,119,Comedy,tt3619854,3.1,1160.0
522,Bhoothnath Returns,tt3531852,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Bhoothnath_returns.jpg/220px-Bhoothnath_returns.jpg,https://en.wikipedia.org/wiki/Bhoothnath_Returns,tt3735246,Bajirao Mastani,Bajirao Mastani,0,2015,158,Action|Drama|History,tt3142688,5.8,5897.0
523,Main Tera Hero,tt2762334,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/MTH_Poster.jpg/220px-MTH_Poster.jpg,https://en.wikipedia.org/wiki/Main_Tera_Hero,tt3742284,NH10,NH10,0,2015,115,Action|Crime|Drama,tt3554418,6.4,6981.0
524,Lucky Kabootar,tt2612924,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Lucky_Kabootar.Jpg/220px-Lucky_Kabootar.Jpg,https://en.wikipedia.org/wiki/Lucky_Kabootar,tt3766798,Wake Up India,Wake Up India,0,2013,130,Drama,tt3720634,5.4,488.0
525,Station (2014 film),tt2191164,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Station_The_Film_poster.png/220px-Station_The_Film_poster.png,https://en.wikipedia.org/wiki/Station:_The_Film,tt3767372,Piku,Piku,0,2015,123,Comedy|Drama,tt2372222,5.3,22323.0
526,Youngistaan,tt3514330,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Youngistaan.jpg/220px-Youngistaan.jpg,https://en.wikipedia.org/wiki/Youngistaan,tt3771536,Shivaay,Shivaay,0,2016,153,Action|Drama|Thriller,tt3814100,6.2,97.0
527,Samrat & Co.,tt3636776,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Samrat_%26_Co_%E2%80%94_poster.jpg/220px-Samrat_%26_Co_%E2%80%94_poster.jpg,https://en.wikipedia.org/wiki/Samrat_%26_Co.,tt3794302,Pizza,Pizza,0,2014,107,Horror,tt1826763,5.4,22.0
528,Purani Jeans,tt3681414,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Purani_Jeans_%E2%80%94_poster.jpg/220px-Purani_Jeans_%E2%80%94_poster.jpg,https://en.wikipedia.org/wiki/Purani_Jeans,tt3796006,ROAR: Tigers of the Sundarbans,ROAR: Tigers of the Sundarbans,0,2014,123,Action|Adventure|Sci-Fi,tt3881136,5.3,43.0
529,Kya Dilli Kya Lahore,tt2063745,https://upload.wikimedia.org/wikipedia/en/9/9f/Kya_dilli_kya_lahore_the_movie.jpg,https://en.wikipedia.org/wiki/Kya_Dilli_Kya_Lahore,tt3797478,Main Hoon Rajinikanth,Main Hoon Rajinikanth,0,2015,127,Comedy,tt3877652,4.2,111.0
530,Koyelaanchal,tt3640942,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Official_Poster_of_Koyelaanchal_Film.jpg/220px-Official_Poster_of_Koyelaanchal_Film.jpg,https://en.wikipedia.org/wiki/Koyelaanchal,tt3802576,Brothers,Brothers,0,2015,156,Action|Drama|Sport,tt3390572,8.1,46912.0
531,Manjunath (film),tt3056632,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Manjunath_Movie_Poster.jpeg/220px-Manjunath_Movie_Poster.jpeg,https://en.wikipedia.org/wiki/Manjunath_(Film),tt3814100,M.A.D: Mad About Dance,M.A.D: Mad About Dance,0,2014,125,Drama|Musical,tt2905838,5.5,20431.0
532,Dekh Tamasha Dekh,tt3672618,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Dekh_Tamasha_Dekh.Jpg/220px-Dekh_Tamasha_Dekh.Jpg,https://en.wikipedia.org/wiki/Dekh_Tamasha_Dekh,tt3822600,Amit Sahni Ki List,Amit Sahni Ki List,0,2014,110,Comedy|Romance,tt3893476,5.7,28.0
533,Mastram,tt3431714,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Mastram_poster.jpg/220px-Mastram_poster.jpg,https://en.wikipedia.org/wiki/Mastram,tt3823392,Love Sonia,Love Sonia,0,2018,122,Drama,tt3398052,6.1,5103.0
534,The Xposé,tt3645014,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/TheXposePoster.jpg/220px-TheXposePoster.jpg,https://en.wikipedia.org/wiki/The_Xpos%C3%A9,tt3836958,Shamitabh,Shamitabh,0,2015,155,Drama,tt4087770,3.8,40.0
535,Children of War (2014 film),tt3369670,,https://en.wikipedia.org/wiki/Children_of_War_(2014_film),tt3840534,Junooniyat,Junooniyat,0,2016,155,Drama|Romance,tt4010306,4.9,286.0
536,M3 - Midsummer Midnight Mumbai,,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/M3_-_Midsummer_Midnight_Mumbai.jpg/220px-M3_-_Midsummer_Midnight_Mumbai.jpg,https://en.wikipedia.org/wiki/M3_-_Midsummer_Midnight_Mumbai,tt3847072,Ekkees Toppon Ki Salaami,Ekkees Toppon Ki Salaami,0,2014,140,Comedy,tt2317135,4.6,275.0
537,Hawaa Hawaai,tt3501994,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Hawaa_Hawaai_Poster.jpg/220px-Hawaa_Hawaai_Poster.jpg,https://en.wikipedia.org/wiki/Hawaa_Hawaai,tt3848888,The Shaukeens,The Shaukeens,0,2014,124,Comedy,tt2691010,2.7,169.0
538,Kahin Hai Mera Pyar,tt3585758,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Kahin_Hai_Mera_Pyar.jpg/220px-Kahin_Hai_Mera_Pyar.jpg,https://en.wikipedia.org/wiki/Kahin_Hai_Mera_Pyar,tt3848892,Baby,Baby,0,2015,159,Action|Thriller,tt3169676,3.5,8.0
539,Kuku Mathur Ki Jhand Ho Gayi,tt2998196,,https://en.wikipedia.org/wiki/Kuku_Mathur_Ki_Jhand_Ho_Gayi,tt3848938,Mr. X,Mr. X,0,2015,133,Action|Crime|Sci-Fi,tt3021244,6.4,24.0
540,Heropanti,tt3142232,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Heropanti_Poster.jpg/220px-Heropanti_Poster.jpg,https://en.wikipedia.org/wiki/Heropanti,tt3854246,Bazaar E Husn,Bazaar E Husn,0,2014,125,Drama,tt2871010,5.5,800.0
541,CityLights (2014 film),tt3709344,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/CityLights.jpg/220px-CityLights.jpg,https://en.wikipedia.org/wiki/City_Lights_(2014_film),tt3859980,Mohenjo Daro,Mohenjo Daro,0,2016,155,Action|Adventure|Drama,tt2461132,5.1,32113.0
