,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
564,Khud-Daar,tt0084199,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Khud-Daar_1982_film_poster.jpg/220px-Khud-Daar_1982_film_poster.jpg,https://en.wikipedia.org/wiki/Khud-Daar,tt0130989,Saiyan,Saiyan,0,1951,\N,Drama|Family|Romance,tt0082162,8.0,2045
565,Jeeo Aur Jeene Do,tt0359512,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Jeeo_Aur_Jeene_Do.jpg/220px-Jeeo_Aur_Jeene_Do.jpg,https://en.wikipedia.org/wiki/Jeeo_Aur_Jeene_Do,tt0130991,Sangdil,Sangdil,0,1952,150,Drama|Mystery|Romance,tt0367595,6.1,41
566,Kaamchor,tt0248125,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Kaamchorfilm.jpg/220px-Kaamchorfilm.jpg,https://en.wikipedia.org/wiki/Kaamchor,tt0130991,Sangdil,Sangdil,0,1952,150,Drama|Mystery|Romance,tt0315462,7.3,48
567,Jeevan Dhaara,tt0260107,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/JeevanDhaara.jpg/220px-JeevanDhaara.jpg,https://en.wikipedia.org/wiki/Jeevan_Dhaara,tt0131852,Azaad,Azaad,0,1955,163,Action|Adventure|Comedy,tt0373790,7.3,48
568,Disco Dancer,tt0208903,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Discodancerfilm.jpg/220px-Discodancerfilm.jpg,https://en.wikipedia.org/wiki/Disco_Dancer,tt0132166,Foot Path,Foot Path,0,1953,148,Crime|Drama,tt0215714,7.2,61
569,Main Intequam Loonga,tt0260156,https://upload.wikimedia.org/wikipedia/en/3/30/Main_Intequam_Loonga.jpg,https://en.wikipedia.org/wiki/Main_Intequam_Loonga,tt0133014,Hulchul,Hulchul,0,1951,\N,Drama,tt0259996,5.8,125
570,Madanolsavam,tt0259848,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Madanolsavam.jpg/220px-Madanolsavam.jpg,https://en.wikipedia.org/wiki/Dil_Ka_Sathi_Dil,tt0133188,Rustom Sohrab,Rustom Sohrab,0,1967,144,Action|Adventure|Drama,tt0359266,6.2,34
571,Maine Jeena Seekh Liya,tt0374016,,https://en.wikipedia.org/wiki/Maine_Jeena_Seekh_Liya,tt0134292,Armaan,Armaan,0,1953,130,Drama|Family,tt0380384,5.0,10
572,Lakshmi (1982 film),tt0877654,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Lakshmi_%281982_film%29.jpg/220px-Lakshmi_%281982_film%29.jpg,https://en.wikipedia.org/wiki/Lakshmi_(1982_film),tt0134301,Bahut Din Huwe...,Bahut Din Huwe...,0,1954,168,Adventure|Drama|Fantasy,tt0260047,6.6,25
573,Meharbaani,tt0445085,https://upload.wikimedia.org/wikipedia/en/f/fc/Meharbaani.jpg,https://en.wikipedia.org/wiki/Meharbaani,tt0134615,Dhake Ki Malmal,Dhake Ki Malmal,0,1956,\N,Comedy|Drama,tt0373887,6.6,21
574,Mehndi Rang Layegi,tt0262612,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Mehndi_Rang_Layegi.jpg/220px-Mehndi_Rang_Layegi.jpg,https://en.wikipedia.org/wiki/Mehndi_Rang_Layegi,tt0135061,Yahudi Ki Ladki,Yahudi Ki Ladki,0,1957,\N,\N,tt0378069,6.2,37
575,Namkeen,tt0216019,https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Namkeen%2C_1982_Hindi_film%2C_album_cover.jpg/220px-Namkeen%2C_1982_Hindi_film%2C_album_cover.jpg,https://en.wikipedia.org/wiki/Namkeen,tt0135168,Boy Friend,Boy Friend,0,1961,137,Drama|Romance,tt0390139,6.7,35
576,Nadiya Ke Paar (1982 film),tt0256951,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Nadiya_Ke_Paar_%281982%29.jpg/220px-Nadiya_Ke_Paar_%281982%29.jpg,https://en.wikipedia.org/wiki/Nadiya_Ke_Paar_(1982_film),tt0135399,Do Ustad,Do Ustad,0,1959,139,Action|Crime|Drama,tt0361770,6.3,19
577,Namak Halaal,tt0084385,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Namak_Halaal_1982_film_poster.jpg/220px-Namak_Halaal_1982_film_poster.jpg,https://en.wikipedia.org/wiki/Namak_Halaal,tt0137341,Ab Dilli Dur Nahin,Ab Dilli Dur Nahin,0,1957,133,Drama,tt0392193,4.3,7
578,Nikaah (film),tt0158827,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Nikaah.JPG/220px-Nikaah.JPG,https://en.wikipedia.org/wiki/Nikaah_(film),tt0137349,Albela,Albela,0,1951,158,Comedy|Drama|Musical,tt0485811,5.2,8
579,Prem Rog,tt0084532,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Prem_Rog.jpg/220px-Prem_Rog.jpg,https://en.wikipedia.org/wiki/Prem_Rog,tt0137361,Anupama,Anupama,0,1966,148,Drama|Romance,tt0157873,5.7,26
580,Raaste Pyar Ke,tt0359867,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Raaste_Pyar_Ke_%281982_film%29.jpg/220px-Raaste_Pyar_Ke_%281982_film%29.jpg,https://en.wikipedia.org/wiki/Raaste_Pyar_Ke,tt0137362,Anuradha,Anuradha,0,1960,141,Drama,tt0080982,7.8,448
581,Rajput (film),tt0155088,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Rajput_%281982%29.jpg/220px-Rajput_%281982%29.jpg,https://en.wikipedia.org/wiki/Rajput_(film),tt0137455,Dastak,Dastak,0,1970,145,Drama,tt0082594,6.9,1145
582,Samraat (film),tt0265690,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Samraat_%28film%29.jpg/220px-Samraat_%28film%29.jpg,https://en.wikipedia.org/wiki/Samraat_(film),tt0137459,Deedar,Deedar,0,1951,130,Musical|Romance,tt0155788,5.4,21
583,Saath Saath (film),tt0341554,https://upload.wikimedia.org/wikipedia/en/1/1d/Saath_Saath_film_dvd_cover.jpeg,https://en.wikipedia.org/wiki/Saath_Saath_(film),tt0137847,Jahan Ara,Jahan Ara,0,1964,\N,Romance,tt0262717,6.6,77
584,Sanam Teri Kasam (1982 film),tt0156043,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Sanam-Teri-Kasam-1982.jpg/220px-Sanam-Teri-Kasam-1982.jpg,https://en.wikipedia.org/wiki/Sanam_Teri_Kasam_(1982_film),tt0137954,Milap,Milap,0,1955,\N,Comedy|Drama,tt0381319,4.0,5
585,Satte Pe Satta,tt0084630,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Satte_Pe_Satta_poster.jpg/220px-Satte_Pe_Satta_poster.jpg,https://en.wikipedia.org/wiki/Satte_Pe_Satta,tt0137958,Mirza Ghalib,Mirza Ghalib,0,1954,145,Drama|History|Musical,tt0214866,6.4,144
586,Sawaal (film),tt0301810,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Sawaal_%28film%29.jpg/220px-Sawaal_%28film%29.jpg,https://en.wikipedia.org/wiki/Sawaal_(film),tt0137958,Mirza Ghalib,Mirza Ghalib,0,1954,145,Drama|History|Musical,tt0359552,5.5,25
587,Shakti (1982 film),tt0084667,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Shakti_%281982_film%29.jpg/220px-Shakti_%281982_film%29.jpg,https://en.wikipedia.org/wiki/Shakti_(1982_film),tt0138323,Bhabhi Ki Chudiyan,Bhabhi Ki Chudiyan,0,1961,168,Drama|Family,tt0154749,7.0,242
588,Shaukeen,tt0158213,https://upload.wikimedia.org/wikipedia/en/c/cf/Shaukeenfilm.jpg,https://en.wikipedia.org/wiki/Shaukeen,tt0138360,Chitralekha,Chitralekha,0,1964,\N,Comedy|Drama,tt0082644,7.1,1995
589,Shiv Charan,tt0362147,,https://en.wikipedia.org/wiki/Shiv_Charan,tt0138411,Dushman,Dushman,0,1971,177,Drama,tt0246033,5.4,12
590,Situm (film),tt0259583,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Situm_the_film.jpg/220px-Situm_the_film.jpg,https://en.wikipedia.org/wiki/Situm_(film),tt0138994,Abhilasha,Abhilasha,0,1968,141,Drama|Romance,tt0234141,6.4,346
591,Shriman Shrimati,tt0379504,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Shriman_Shrimati.jpg/220px-Shriman_Shrimati.jpg,https://en.wikipedia.org/wiki/Shriman_Shrimati,tt0138996,Adil-E-Jahangir,Adil-E-Jahangir,0,1955,150,Drama,tt0243396,6.1,15
592,Star (1982 film),tt0249986,,https://en.wikipedia.org/wiki/Star_(1982_film),tt0139003,Akeli Mat Jaiyo,Akeli Mat Jaiyo,0,1963,\N,Comedy|Romance,tt0234054,7.2,747
593,Sun Sajna,tt0430647,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/SunSajnaMithun.jpg/220px-SunSajnaMithun.jpg,https://en.wikipedia.org/wiki/Sun_Sajna,tt0139012,Aladdin and the Wonderful Lamp,Aladdin Aur Jadui Chirag,0,1952,144,Adventure|Fantasy,tt0371809,6.4,26
594,Suraag (1982 film),tt0338472,,https://en.wikipedia.org/wiki/Suraag_(1982_film),tt0139027,Ardhangini,Ardhangini,0,1959,\N,Family|Romance,tt1142320,5.5,20
595,Taqdeer Ka Badshah,tt0362218,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/TaqdeerKaBadshahh.jpg/220px-TaqdeerKaBadshahh.jpg,https://en.wikipedia.org/wiki/Taqdeer_Ka_Badshah,tt0139039,Baadbaan,Baadbaan,0,1954,\N,Drama|Family,tt0341496,6.3,23
596,Swami Dada,tt0084744,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Swami_Dada.jpg/220px-Swami_Dada.jpg,https://en.wikipedia.org/wiki/Swami_Dada,tt0139046,Baharon Ki Manzil,Baharon Ki Manzil,0,1968,160,Mystery,tt0359688,6.5,46
597,Teesri Aankh (1982 film),tt0245494,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Teesri_Aankh_1982.jpg/220px-Teesri_Aankh_1982.jpg,https://en.wikipedia.org/wiki/Teesri_Aankh_(1982_film),tt0139048,Bahu Begum,Bahu Begum,0,1967,167,Comedy|Drama|Romance,tt0082797,7.1,1334
598,Teri Kasam,tt0425531,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Teri_kasam-1982-1.JPG/220px-Teri_kasam-1982-1.JPG,https://en.wikipedia.org/wiki/Teri_Kasam,tt0139065,Bheegi Raat,Bheegi Raat,0,1965,157,Comedy|Drama|Romance,tt0082796,7.5,814
599,Umbartha,tt0084840,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Umbartha.jpg/220px-Umbartha.jpg,https://en.wikipedia.org/wiki/Umbartha,tt0139106,Chand,Chand,0,1959,149,Drama,tt0390152,5.8,6
600,Vakil Babu,,,https://en.wikipedia.org/wiki/Vakil_Babu,tt0139107,Chandan Ka Palna,Chandan Ka Palna,0,1967,166,Drama,tt0262714,7.5,63
601,Ustadi Ustad Se,tt0945604,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/UstadiSe.jpg/220px-UstadiSe.jpg,https://en.wikipedia.org/wiki/Ustadi_Ustad_Se,tt0139108,Chandni Chowk,Chandni Chowk,0,1954,\N,Drama|Family,tt0237631,5.0,13
602,Vijeta (1982 film),tt0153545,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Vijeta_poster.jpg/220px-Vijeta_poster.jpg,https://en.wikipedia.org/wiki/Vijeta_(1982_film),tt0139110,Char Dil Char Rahen,Char Dil Char Rahen,0,1959,160,Drama,tt0158122,7.0,95
603,Vidhaata,tt0084866,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Vidhaata.jpg/220px-Vidhaata.jpg,https://en.wikipedia.org/wiki/Vidhaata,tt0139116,Chirag Kahan Roshni Kahan,Chirag Kahan Roshni Kahan,0,1959,\N,Drama|Family,tt0313495,7.7,58
604,Yeh Nazdeekiyan,tt0250121,,https://en.wikipedia.org/wiki/Yeh_Nazdeekiyan,tt0139157,Dil Ek Mandir,Dil Ek Mandir,0,1963,148,Drama|Musical|Romance,tt0083018,8.0,329
605,Yeh To Kamaal Ho Gaya,tt0260580,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Yeh_To_Kamaal_Ho_Gaya.jpg/220px-Yeh_To_Kamaal_Ho_Gaya.jpg,https://en.wikipedia.org/wiki/Yeh_To_Kamaal_Ho_Gaya,tt0139192,Farishta,Farishta,0,1958,\N,Crime|Drama|Family,tt0215132,6.9,551
606,Aakhri Mujra,tt0178178,,https://en.wikipedia.org/wiki/Aakhri_Mujra,tt0139237,Gazal,Gazal,0,1964,129,Drama|Musical|Romance,tt0360170,6.1,22
607,Yeh Vaada Raha (film),tt0397742,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/YehVaadaRaha.jpg/220px-YehVaadaRaha.jpg,https://en.wikipedia.org/wiki/Yeh_Vaada_Raha_(film),tt0139248,Gomti Ke Kinare,Gomti Ke Kinare,0,1972,\N,Drama|Family,tt0479747,5.2,8
608,Bhula Na Dena,tt0361376,,https://en.wikipedia.org/wiki/Bhula_Na_Dena,tt0139303,Halaku,Halaku,0,1956,122,Action|Adventure|Drama,tt0246212,4.9,13
609,Chashme Buddoor (1981 film),tt0082162,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Chashme_Buddoor.jpg/220px-Chashme_Buddoor.jpg,https://en.wikipedia.org/wiki/Chashme_Buddoor_(1981_film),tt0139306,Hamara Ghar,Hamara Ghar,0,1950,\N,\N,tt0390473,6.5,6
610,Dahshat,,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Dahshat_poster.jpg/220px-Dahshat_poster.jpg,https://en.wikipedia.org/wiki/Dahshat,tt0139311,Hanumaan Pataal Vijay,Hanumaan Pataal Vijay,0,1951,\N,Drama|Fantasy,tt0367116,6.2,9
611,Chehre Pe Chehra,tt0367595,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Chehre_Pe_Chehra.jpg/220px-Chehre_Pe_Chehra.jpg,https://en.wikipedia.org/wiki/Chehre_Pe_Chehra,tt0139392,Jawab,Jawab,0,1970,134,Romance,tt0083248,7.8,896
612,Dard (1981 film),tt0315462,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Dard_1981.jpg/220px-Dard_1981.jpg,https://en.wikipedia.org/wiki/Dard_(1981_film),tt0139398,Kaajal,Kaajal,0,1965,168,Drama|Family|Musical,tt0246322,6.7,39
613,Dhanwan (1981 film),tt0373790,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Dhanwan_1981_film_poster.png/220px-Dhanwan_1981_film_poster.png,https://en.wikipedia.org/wiki/Dhanwan_(1981_film),tt0139402,Kinare Kinare,Kinare Kinare,0,1963,111,Drama|Romance,tt0083349,7.1,1429
614,Dhuan,tt0215714,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Dhuaanfilm.jpg/220px-Dhuaanfilm.jpg,https://en.wikipedia.org/wiki/Dhuaan,tt0139415,Lakshmi Narayan,Lakshmi Narayan,0,1951,119,Fantasy,tt0083081,7.4,2338
615,Ek Hi Bhool,tt0259996,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/EkHiBhool.jpg/220px-EkHiBhool.jpg,https://en.wikipedia.org/wiki/Ek_Hi_Bhool,tt0139443,Madhosh,Madhosh,0,1951,\N,Drama|Family|Musical,tt0178198,5.5,28
616,Fiffty Fiffty,tt0359266,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Fiffty_Fiffty.jpg/220px-Fiffty_Fiffty.jpg,https://en.wikipedia.org/wiki/Fiffty_Fiffty,tt0139446,Maain Bhi Ladki Hun,Maain Bhi Ladki Hun,0,1964,152,Drama,tt0178185,6.8,49
617,Gehra Zakhm,tt0430133,,https://en.wikipedia.org/wiki/Gehra_Zakhm,tt0139447,Majhli Didi,Majhli Didi,0,1967,136,Drama,tt0230993,6.9,104
618,Ghamandee,tt0380384,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Ghamandeefilm.jpg/220px-Ghamandeefilm.jpg,https://en.wikipedia.org/wiki/Ghamandee,tt0139502,Noorjehan,Noorjehan,0,1967,\N,Drama|History|Romance,tt0178195,5.8,185
619,Ghungroo Ki Awaaz,tt0260047,https://upload.wikimedia.org/wikipedia/en/3/3a/Ghungroo_Ki_Awaaz.jpg,https://en.wikipedia.org/wiki/Ghungroo_Ki_Awaaz,tt0139525,Phool Aur Patthar,Phool Aur Patthar,0,1966,163,Action|Drama|Romance,tt0178204,5.3,177
620,Harjaee,tt0373887,,https://en.wikipedia.org/wiki/Harjaee,tt0139525,Phool Aur Patthar,Phool Aur Patthar,0,1966,163,Action|Drama|Romance,tt0259170,6.2,161
621,Hum Se Badkar Kaun,tt0378069,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Hum_Se_Badkar_Kaun.jpg/220px-Hum_Se_Badkar_Kaun.jpg,https://en.wikipedia.org/wiki/Hum_Se_Badkar_Kaun,tt0139548,Purnima,Purnima,0,1965,120,Family|Romance,tt0080343,7.6,364
622,Jail Yatra,tt0390139,,https://en.wikipedia.org/wiki/Jail_Yatra,tt0139581,Sahara,Sahara,0,1958,135,Drama|Family,tt0080322,7.9,678
623,Jeene Ki Arzoo,tt0361770,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/JeenekiAarzoo.jpg/220px-JeenekiAarzoo.jpg,https://en.wikipedia.org/wiki/Jeene_Ki_Arzoo,tt0139583,Sanam,Sanam,0,1951,\N,Comedy|Drama|Romance,tt0079749,6.2,442
624,Jiyo To Aise Jiyo,tt0392193,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Jiyo_To_Aise_Jiyo_film_poster.jpg/220px-Jiyo_To_Aise_Jiyo_film_poster.jpg,https://en.wikipedia.org/wiki/Jiyo_To_Aise_Jiyo,tt0139584,Sanjh Aur Savera,Sanjh Aur Savera,0,1964,134,Drama|Family,tt0081453,6.8,58
625,Zakhmee Insaan,tt0370087,,https://en.wikipedia.org/wiki/Zakhmee_Insaan,tt0139607,Shararat,Shararat,0,1959,\N,Comedy,tt0157320,6.9,141
626,Jwala Daku,tt0485811,,https://en.wikipedia.org/wiki/Jwala_Daku,tt0139635,Tamasha,Tamasha,0,1952,127,Drama,tt0230028,6.9,27
627,Jyoti (1981 film),tt0157873,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Jyoti_%281981_film%29.jpg/220px-Jyoti_%281981_film%29.jpg,https://en.wikipedia.org/wiki/Jyoti_(1981_film),tt0140302,Kali Ghata,Kali Ghata,0,1951,\N,Drama|Romance,tt0154201,6.4,35
628,Kalyug (1981 film),tt0080982,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Kalyug_1981_poster.jpg/220px-Kalyug_1981_poster.jpg,https://en.wikipedia.org/wiki/Kalyug_(1981_film),tt0140370,Mayurpankh,Mayurpankh,0,1954,106,Adventure|Drama|Musical,tt0157418,7.0,72
629,Kaalia,tt0082594,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Kaalia_%28movie_poster%29.jpg/220px-Kaalia_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Kaalia,tt0141135,Gopi,Gopi,0,1970,143,Action|Comedy|Drama,tt0370392,5.3,23
630,Kachche Heere,tt0155788,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Kachche_Heere_1982_film_poster.jpg/220px-Kachche_Heere_1982_film_poster.jpg,https://en.wikipedia.org/wiki/Kachche_Heere,tt0141441,Jogan,Jogan,0,1950,116,Drama|Musical|Romance,tt0237098,7.4,13
631,Katilon Ke Kaatil,tt0262717,https://upload.wikimedia.org/wikipedia/en/e/ec/Katilon_Ke_Kaatil.jpg,https://en.wikipedia.org/wiki/Katilon_Ke_Kaatil,tt0142431,Khamoshi,Khamoshi,0,1970,127,Family|Musical|Romance,tt0359076,5.3,26
632,Khoon Aur Paani,,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Khoon_Aur_Paani.jpg/220px-Khoon_Aur_Paani.jpg,https://en.wikipedia.org/wiki/Khoon_Aur_Paani,tt0144023,Yatrik,Yatrik,0,1952,\N,Drama,tt0379246,5.8,34
633,Khoon Ka Rishta,tt0381319,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Khoon_Ka_Rishta.jpg/220px-Khoon_Ka_Rishta.jpg,https://en.wikipedia.org/wiki/Khoon_Ka_Rishta,tt0144603,Shabab,Shabab,0,1954,\N,Drama|Romance,tt0080638,7.0,867
634,Khoon Ki Takkar,tt0381321,,https://en.wikipedia.org/wiki/Khoon_Ki_Takkar,tt0145851,Jagriti,Jagriti,0,1956,138,Comedy|Drama|Family,tt0231475,5.7,29
635,Krodhi,tt0214866,https://upload.wikimedia.org/wikipedia/en/b/bb/Krodhi_poster.jpg,https://en.wikipedia.org/wiki/Krodhi,tt0145851,Jagriti,Jagriti,0,1956,138,Comedy|Drama|Family,tt0080653,6.7,825
636,Khuda Kasam (1981 film),tt0359552,,https://en.wikipedia.org/wiki/Khuda_Kasam_(1981_film),tt0145856,Jhanak Jhanak Payal Baaje,Jhanak Jhanak Payal Baaje,0,1955,143,Drama|Family|Musical,tt0340091,6.9,34
637,Kudrat,tt0154749,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Kudrat2.jpg/220px-Kudrat2.jpg,https://en.wikipedia.org/wiki/Kudrat,tt0146266,Seema,Seema,0,1955,140,Drama,tt0259322,6.8,123
638,Laawaris (1981 film),tt0082644,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Laawaris_1981.jpg/220px-Laawaris_1981.jpg,https://en.wikipedia.org/wiki/Laawaris_(1981_film),tt0146335,Upkar,Upkar,0,1967,175,Drama|Romance|War,tt0432866,5.8,6
639,Ladaaku,,,https://en.wikipedia.org/wiki/Ladaaku,tt0146335,Upkar,Upkar,0,1967,175,Drama|Romance|War,tt0260060,6.3,33
640,Laparwah,tt0246033,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Laparwah_poster.jpg/220px-Laparwah_poster.jpg,https://en.wikipedia.org/wiki/Laparwah,tt0146645,Dosti,Dosti,0,1964,163,Drama|Family|Musical,tt0080901,6.5,164
641,Love Story (1981 film),tt0234141,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Love_Story_1981_film_poster.jpg/220px-Love_Story_1981_film_poster.jpg,https://en.wikipedia.org/wiki/Love_Story_(1981_film),tt0146791,Gharana,Gharana,0,1961,154,Comedy|Drama|Family,tt0230357,5.9,12
642,Maan Gaye Ustaad,tt0243396,,https://en.wikipedia.org/wiki/Maan_Gaye_Ustaad,tt0146794,Ghunghat,Ghunghat,0,1960,\N,Drama|Family,tt0080926,6.5,197
643,Kranti,tt0234054,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Kranti.jpg/220px-Kranti.jpg,https://en.wikipedia.org/wiki/Kranti,tt0147036,Masoom,Masoom,0,1960,\N,Drama,tt0956298,4.2,25
644,Main Aur Mera Haathi,tt0371809,https://upload.wikimedia.org/wikipedia/en/2/28/Main_Aur_Mera_Haathi.jpg,https://en.wikipedia.org/wiki/Main_Aur_Mera_Haathi,tt0147811,Ankhen,Ankhen,0,1968,172,Action|Adventure|Drama,tt0260112,6.1,52
645,Plot No. 5,tt1142320,,https://en.wikipedia.org/wiki/Plot_No._5,tt0147811,Ankhen,Ankhen,0,1968,172,Action|Adventure|Drama,tt0239514,5.9,26
646,Nakhuda (film),tt0341496,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Nakhuda_1981.jpg/220px-Nakhuda_1981.jpg,https://en.wikipedia.org/wiki/Nakhuda_(film),tt0147812,Aansoo Ban Gaye Phool,Aansoo Ban Gaye Phool,0,1969,145,Drama|Family,tt0214841,7.5,1877
647,Meri Aawaz Suno,tt0359688,https://upload.wikimedia.org/wikipedia/en/a/a2/Meri_Aawaz_Suno.jpg,https://en.wikipedia.org/wiki/Meri_Aawaz_Suno,tt0147843,Anokhi Raat,Anokhi Raat,0,1968,120,Crime|Drama|Mystery,tt0357826,6.0,24
648,Paanch Qaidi,,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Paanch_Qaidi.jpg/220px-Paanch_Qaidi.jpg,https://en.wikipedia.org/wiki/Paanch_Qaidi,tt0147855,Aashirwad,Aashirwad,0,1968,146,Drama,tt0262534,5.0,31
649,Naseeb (1981 film),tt0082797,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Naseeb1981film.jpg/220px-Naseeb1981film.jpg,https://en.wikipedia.org/wiki/Naseeb_(1981_film),tt0147925,Brahmachari,Brahmachari,0,1968,157,Comedy|Drama|Family,tt0154730,5.8,12
650,Naram Garam,tt0082796,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Naram_Garam.jpg/220px-Naram_Garam.jpg,https://en.wikipedia.org/wiki/Naram_Garam,tt0147925,Brahmachari,Brahmachari,0,1968,157,Comedy|Drama|Family,tt0244585,7.7,1362
651,Kahani Ek Chor Ki,tt0390152,https://upload.wikimedia.org/wikipedia/en/8/89/Kahani_Ek_Chor_Ki.jpg,https://en.wikipedia.org/wiki/Kahani_Ek_Chor_Ki,tt0147973,Chanda Aur Bijli,Chanda Aur Bijli,0,1969,137,Drama,tt0368068,5.5,20
652,Pyaasa Sawan,tt0262714,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Pyaasa_Sawan.jpg/220px-Pyaasa_Sawan.jpg,https://en.wikipedia.org/wiki/Pyaasa_Sawan,tt0148266,Heer Raanjha,Heer Raanjha,0,1970,142,Drama|Family|Musical,tt0154788,6.4,60
653,Raaz (1981 film),tt0237631,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Raaz_%281981%29.jpg/220px-Raaz_%281981%29.jpg,https://en.wikipedia.org/wiki/Raaz_(1981_film),tt0148353,Jeene Ki Raah,Jeene Ki Raah,0,1969,152,Drama|Family|Musical,tt0157965,6.5,93
654,Professor Pyarelal,tt0158122,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Professor_pyarelal.JPG/220px-Professor_pyarelal.JPG,https://en.wikipedia.org/wiki/Professor_Pyarelal,tt0148375,Khilona,Khilona,0,1970,160,Drama|Musical|Romance,tt0257965,6.2,18
655,Prem Geet,tt0313495,,https://en.wikipedia.org/wiki/Prem_Geet,tt0148523,Neel Kamal,Neel Kamal,0,1968,160,Drama|Fantasy|Musical,tt0316386,6.1,17
656,Sadgati,tt0083018,,https://en.wikipedia.org/wiki/Sadgati,tt0148691,Sachaa Jhutha,Sachaa Jhutha,0,1970,143,Action|Comedy|Thriller,tt0268407,6.1,22
657,Roohi,tt1315590,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Roohifilm.jpg/220px-Roohifilm.jpg,https://en.wikipedia.org/wiki/Roohi,tt0148692,Safar,Safar,0,1970,137,Drama|Romance,tt0360718,4.4,14
658,Rocky (1981 film),tt0215132,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Rocky_1981.JPG/220px-Rocky_1981.JPG,https://en.wikipedia.org/wiki/Rocky_(1981_film),tt0148706,Saraswatichandra,Saraswatichandra,0,1968,156,Drama|Romance,tt0362057,4.6,9
659,Waqt Ki Deewar,tt0360170,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Waqt_Ki_Deewar.jpg/220px-Waqt_Ki_Deewar.jpg,https://en.wikipedia.org/wiki/Waqt_Ki_Deewar,tt0148841,Shikar,Shikar,0,1968,139,Mystery|Thriller,tt0156882,5.3,17
