,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
346,Chand Sa Roshan Chehra,tt0466367,,https://en.wikipedia.org/wiki/Chand_Sa_Roshan_Chehra,tt0196635,International Khiladi,International Khiladi,0,1999,175,Action|Crime|Drama,tt0438875,4.6,1174
347,Chocolate (2005 film),tt0454431,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Chocolate_%282005_film%29_poster.jpg/220px-Chocolate_%282005_film%29_poster.jpg,https://en.wikipedia.org/wiki/Chocolate_(2005_film),tt0200087,Sarfarosh,Sarfarosh,0,1999,174,Action|Drama,tt0436451,3.5,572
348,D (film),tt0454435,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/D_%28film%29_poster.jpg/220px-D_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/D_(film),tt0200435,Anari No. 1,Anari No. 1,0,1999,169,Comedy,tt0444849,5.5,1215
349,Deewane Huye Paagal,tt0444781,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Deewane_Huye_Paagal_movie_poster.jpg/220px-Deewane_Huye_Paagal_movie_poster.jpg,https://en.wikipedia.org/wiki/Deewane_Huye_Paagal,tt0200441,The Making of the Mahatma,The Making of the Mahatma,0,1996,144,Drama,tt0415908,4.6,4432
350,Bullet: Ek Dhamaka,tt0483239,,https://en.wikipedia.org/wiki/Bullet:_Ek_Dhamaka,tt0204823,Angrakshak,Angrakshak,0,1995,116,Action|Romance,tt0499041,6.5,2170
351,Chehraa,tt0449870,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Chehraa_poster.jpg/220px-Chehraa_poster.jpg,https://en.wikipedia.org/wiki/Chehraa_(2005_film),tt0205189,Kranti Kshetra,Kranti Kshetra,0,1994,\N,Action|Comedy|Drama,tt0470398,4.6,58
352,Dil Jo Bhi Kahey...,tt0442764,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/DilJoBhiKahey.jpg/220px-DilJoBhiKahey.jpg,https://en.wikipedia.org/wiki/Dil_Jo_Bhi_Kahey...,tt0205968,Gharwali Baharwali,Gharwali Baharwali,0,1998,138,Comedy,tt0488836,7.3,494
353,Dosti: Friends Forever,tt0449228,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Dosti.jpg/220px-Dosti.jpg,https://en.wikipedia.org/wiki/Dosti:_Friends_Forever,tt0206020,Hote Hote Pyar Hogaya,Hote Hote Pyar Hogaya,0,1999,140,Action|Crime|Romance,tt0454481,3.6,312
354,Classic – Dance of Love,tt0454433,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Classic_%E2%80%93_Dance_of_Love.jpg/220px-Classic_%E2%80%93_Dance_of_Love.jpg,https://en.wikipedia.org/wiki/Classic_%E2%80%93_Dance_of_Love,tt0206067,Kachche Dhaage,Kachche Dhaage,0,1999,144,Action|Drama|Thriller,tt0396690,4.5,1250
355,Dus,tt0415768,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Dus_movieposter_reduced.jpg/220px-Dus_movieposter_reduced.jpg,https://en.wikipedia.org/wiki/Dus,tt0206921,Mann,Mann,0,1999,160,Drama|Romance,tt0488840,5.4,194
356,Elaan (2005 film),tt0416712,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/ElaanMithun.jpg/220px-ElaanMithun.jpg,https://en.wikipedia.org/wiki/Elaan_(2005_film),tt0207341,Biwi No. 1,Biwi No. 1,0,1999,159,Comedy|Drama|Romance,tt0437279,3.3,219
357,Fareb (2005 film),tt0444820,https://upload.wikimedia.org/wikipedia/en/0/04/Fareb_poster.jpg,https://en.wikipedia.org/wiki/Fareb_(2005_film),tt0207415,Doli Saja Ke Rakhna,Doli Saja Ke Rakhna,0,1998,170,Drama|Romance,tt0445022,5.5,407
358,Ek Ajnabee,tt0457875,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/EkAjnabee.jpg/220px-EkAjnabee.jpg,https://en.wikipedia.org/wiki/Ek_Ajnabee,tt0207513,Hindustan Ki Kasam,Hindustan Ki Kasam,0,1999,146,Action|Drama,tt0453748,3.4,266
359,Film Star (film),,,https://en.wikipedia.org/wiki/Film_Star_(film),tt0207626,Naukar Ki Kameez,Naukar Ki Kameez,0,1999,104,\N,tt0456500,6.1,2956
360,Fun – Can Be Dangerous Sometimes,tt0497620,,https://en.wikipedia.org/wiki/Fun_%E2%80%93_Can_Be_Dangerous_Sometimes,tt0209263,Pyaar Koi Khel Nahin,Pyaar Koi Khel Nahin,0,1999,165,Drama|Romance|Thriller,tt0449306,4.7,3010
361,Ek Khiladi Ek Haseena (film),tt0461209,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Ek_Khiladi_Ek_Haseena_%28film%29.jpg/220px-Ek_Khiladi_Ek_Haseena_%28film%29.jpg,https://en.wikipedia.org/wiki/Ek_Khiladi_Ek_Haseena_(film),tt0210609,China Gate,China Gate,0,1998,175,Action|Adventure|Drama,tt0444874,4.7,922
362,Double Cross (2005 film),tt0489028,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Nigar_Khan_in_Double_Cross.JPG/220px-Nigar_Khan_in_Double_Cross.JPG,https://en.wikipedia.org/wiki/Double_Cross_(2005_film),tt0210659,Dulhe Raja,Dulhe Raja,0,1998,143,Comedy,tt0451787,5.5,3316
363,Dreams (2006 film),tt0854114,,https://en.wikipedia.org/wiki/Dreams_(2005_film),tt0210659,Dulhe Raja,Dulhe Raja,0,1998,143,Comedy,tt0485513,7.3,1794
364,Home Delivery,tt0457940,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/HomeDelivery.jpg/220px-HomeDelivery.jpg,https://en.wikipedia.org/wiki/Home_Delivery,tt0210920,Prem Aggan,Prem Aggan,0,1998,168,Drama|Romance,tt0454504,7.4,673
365,Garam Masala (2005 film),tt0453671,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/GaramMasala_movieposter.jpg/220px-GaramMasala_movieposter.jpg,https://en.wikipedia.org/wiki/Garam_Masala_(2005_film),tt0211126,Zakhm,Zakhm,0,1998,125,Drama,tt0451803,5.5,4203
366,Iqbal (film),tt0453729,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Iqbal_poster.jpg/220px-Iqbal_poster.jpg,https://en.wikipedia.org/wiki/Iqbal_(film),tt0211634,Soldier,Soldier,0,1998,156,Action|Drama|Musical,tt0346457,6.6,8873
367,Jai Chiranjeeva,tt0457391,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Jai_Chiranjeeva.jpg/220px-Jai_Chiranjeeva.jpg,https://en.wikipedia.org/wiki/Jai_Chiranjeeva,tt0211934,Baadshah,Baadshah,0,1999,175,Action|Comedy|Crime,tt0478868,4.8,71
368,Hazaaron Khwaishein Aisi,tt0411469,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Hazaaron_Khwaishein_Aisi_Official_Poster.jpg/220px-Hazaaron_Khwaishein_Aisi_Official_Poster.jpg,https://en.wikipedia.org/wiki/Hazaaron_Khwaishein_Aisi,tt0213677,Ghaath,Ghaath,0,2000,\N,Crime|Drama|Thriller,tt0813539,5.1,53
369,Insan,tt0438875,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Insaan_2005.jpg/220px-Insaan_2005.jpg,https://en.wikipedia.org/wiki/Insan,tt0213775,Kohram,Kohram,0,1999,150,Action|Comedy|Drama,tt0419992,7.3,1083
370,Jo Bole So Nihaal (film),tt0436451,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Jo_Bole_So_Nihaal_%28film%29.jpg/220px-Jo_Bole_So_Nihaal_%28film%29.jpg,https://en.wikipedia.org/wiki/Jo_Bole_So_Nihaal_(film),tt0213890,Mohabbatein,Mohabbatein,0,2000,216,Drama|Musical|Romance,tt0451824,6.2,834
371,Karam (film),tt0444849,https://upload.wikimedia.org/wikipedia/en/4/47/Karam_poster.jpg,https://en.wikipedia.org/wiki/Karam_(film),tt0214178,Sooryavansham,Sooryavansham,0,1999,168,Action|Drama,tt0443594,4.3,724
372,Kaal (2005 film),tt0415908,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Kaalposter.jpg/220px-Kaalposter.jpg,https://en.wikipedia.org/wiki/Kaal_(2005_film),tt0214775,House No. 13,House No. 13,0,1991,112,Horror,tt0470869,3.2,1371
373,Kalyug (2005 film),tt0499041,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Kalyug05.jpg/220px-Kalyug05.jpg,https://en.wikipedia.org/wiki/Kalyug_(2005_film),tt0214931,Mast,Mast,0,1999,153,Fantasy|Musical|Romance,tt0451833,6.6,9807
374,Kasak (2005 film),tt0470398,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Kasak.jpg/220px-Kasak.jpg,https://en.wikipedia.org/wiki/Kasak_(2005_film),tt0215196,Split Wide Open,Split Wide Open,0,1999,103,Crime|Drama,tt0435259,2.5,168
375,Hanuman (2005 film),tt0488836,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Hanumanfilm.jpg/220px-Hanumanfilm.jpg,https://en.wikipedia.org/wiki/Hanuman_(2005_film),tt0215245,Thakshak,Thakshak,0,1999,163,Action|Crime|Drama,tt0443708,7.3,6474
376,James (2005 film),tt0454481,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/James_%282005_film%29.jpg/220px-James_%282005_film%29.jpg,https://en.wikipedia.org/wiki/James_(2005_film),tt0216707,Dil Kya Kare,Dil Kya Kare,0,1999,158,Drama|Musical|Romance,tt0419974,6.9,290
377,Kisna: The Warrior Poet,tt0396690,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Kisna.jpg/220px-Kisna.jpg,https://en.wikipedia.org/wiki/Kisna:_The_Warrior_Poet,tt0216817,Hum Saath-Saath Hain: We Stand United,Hum Saath-Saath Hain: We Stand United,0,1999,177,Drama|Family|Musical,tt0437407,7.2,8447
378,Koi Aap Sa,tt0488840,,https://en.wikipedia.org/wiki/Koi_Aap_Sa,tt0217351,Dahek: A Burning Passion,Dahek: A Burning Passion,0,1999,155,Drama|Romance|Thriller,tt0473684,5.8,58
379,Khamoshh... Khauff Ki Raat,tt0437279,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Khamoshh..._Khauff_Ki_Raat_-_Movie_Poster.jpg/220px-Khamoshh..._Khauff_Ki_Raat_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Khamoshh..._Khauff_Ki_Raat,tt0217608,Laawaris,Laawaris,0,1999,117,Action,tt0451850,6.5,11820
380,Jurm (2005 film),tt0445022,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Jurm_%282005_film%29.jpg/220px-Jurm_%282005_film%29.jpg,https://en.wikipedia.org/wiki/Jurm_(2005_film),tt0218533,Call,Pukar,0,2000,176,Action|Drama|Romance,tt0443208,5.1,390
381,Kuchh Meetha Ho Jaye,tt0453748,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Kuchh_Meetha_Ho_Jaye_-_Movie_Poster.jpg/220px-Kuchh_Meetha_Ho_Jaye_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Kuchh_Meetha_Ho_Jaye,tt0220594,Kartoos,Kartoos,0,1999,124,Action|Crime|Thriller,tt0439754,5.9,157
382,Kyaa Kool Hai Hum,tt0456500,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/KyaaKoolHaiHum.jpg/190px-KyaaKoolHaiHum.jpg,https://en.wikipedia.org/wiki/Kyaa_Kool_Hai_Hum,tt0220596,Khauff,Khauff,0,2000,124,Action|Drama|Thriller,tt0456165,6.2,6230
383,Lucky: No Time for Love,tt0449306,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/LuckyDVDCover.jpg/220px-LuckyDVDCover.jpg,https://en.wikipedia.org/wiki/Lucky:_No_Time_for_Love,tt0220597,Khoobsurat,Khoobsurat,0,1999,153,Action|Comedy|Romance,tt0420123,5.2,33
384,Main Aisa Hi Hoon,tt0444874,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Mainaisahihoon.jpg/220px-Mainaisahihoon.jpg,https://en.wikipedia.org/wiki/Main_Aisa_Hi_Hoon,tt0220757,Shool,Shool,0,1999,138,Action|Crime|Drama,tt0432047,7.6,14694
385,Kyon Ki,tt0451787,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Kyonki.jpg/220px-Kyonki.jpg,https://en.wikipedia.org/wiki/Kyon_Ki,tt0220832,Vaastav: The Reality,Vaastav: The Reality,0,1999,145,Action|Crime|Drama,tt0477857,7.8,1861
386,Main Meri Patni Aur Woh,tt0485513,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Main%2C_Meri_Patni_Aur_Woh.jpg/220px-Main%2C_Meri_Patni_Aur_Woh.jpg,https://en.wikipedia.org/wiki/Main_Meri_Patni_Aur_Woh,tt0221982,Gaja Gamini,Gaja Gamini,0,2000,122,Drama|Fantasy,tt0409527,5.1,1262
387,Maine Gandhi Ko Nahin Mara,tt0454504,https://upload.wikimedia.org/wikipedia/en/6/6e/Maine_Gandhi_Ko_Nahin_Mara_%28DVD_box_art%29.jpg,https://en.wikipedia.org/wiki/Maine_Gandhi_Ko_Nahin_Mara,tt0222012,Hey Ram,Hey Ram,0,2000,186,Crime|Drama|History,tt0459133,6.2,48
388,Maine Pyaar Kyun Kiya?,tt0451803,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Maine%2Bpyaar%2Bkyun%2Bkiya.jpg/220px-Maine%2Bpyaar%2Bkyun%2Bkiya.jpg,https://en.wikipedia.org/wiki/Maine_Pyaar_Kyun_Kiya%3F,tt0222024,Hum Tumhare Hain Sanam,Hum Tumhare Hain Sanam,0,2002,174,Drama|Romance,tt0445056,3.5,238
389,Mangal Pandey: The Rising,tt0346457,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Mangal_Pandey_movie_poster.jpg/220px-Mangal_Pandey_movie_poster.jpg,https://en.wikipedia.org/wiki/Mangal_Pandey:_The_Rising,tt0222270,Phir Bhi Dil Hai Hindustani,Phir Bhi Dil Hai Hindustani,0,2000,160,Comedy|Drama|Musical,tt0476848,6.7,872
390,Mazaa Mazaa,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Mazaa_Mazaa_poster.jpg/220px-Mazaa_Mazaa_poster.jpg,https://en.wikipedia.org/wiki/Mazaa_Mazaa,tt0225013,Aa Gale Lag Jaa,Aa Gale Lag Jaa,0,1994,158,Romance,tt0438981,4.1,661
391,Koi Mere Dil Mein Hai,tt0478868,,https://en.wikipedia.org/wiki/Koi_Mere_Dil_Mein_Hai,tt0225029,Aflatoon,Aflatoon,0,1997,153,Action|Crime|Drama,tt0451919,7.5,6878
392,Mr Prime Minister,tt0813539,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Mr.Prime-Minister-flim-poster.jpg/225px-Mr.Prime-Minister-flim-poster.jpg,https://en.wikipedia.org/wiki/Mr_Prime_Minister,tt0225515,Dillagi,Dillagi,0,1999,188,Drama|Family|Musical,tt0328503,5.2,154
393,Mr Ya Miss,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Mr_ya_miss.jpg/220px-Mr_ya_miss.jpg,https://en.wikipedia.org/wiki/Mr_Ya_Miss,tt0225566,Drohi,Drohi,0,1992,130,Action|Crime|Romance,tt0444913,6.0,1488
394,Mumbai Xpress (2005 Hindi film),tt9558532,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Mumbai_Xpress_poster.jpg/220px-Mumbai_Xpress_poster.jpg,https://en.wikipedia.org/wiki/Mumbai_Xpress_(2005_Hindi_film),tt0226786,Hum Tum Pe Marte Hain,Hum Tum Pe Marte Hain,0,1999,\N,Romance,tt0466546,6.5,78
395,My Brother…Nikhil,tt0419992,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/My_Brother%E2%80%A6_Nikhil_2005_film.jpg/220px-My_Brother%E2%80%A6_Nikhil_2005_film.jpg,https://en.wikipedia.org/wiki/My_Brother..._Nikhil,tt0226847,Jaanam Samjha Karo,Jaanam Samjha Karo,0,1999,153,Drama|Romance,tt0442855,5.6,760
396,My Wife's Murder,tt0451824,https://upload.wikimedia.org/wikipedia/en/d/d6/My_Wife%27s_Murder.jpg,https://en.wikipedia.org/wiki/My_Wife%27s_Murder,tt0227194,One 2 Ka 4,One 2 Ka 4,0,2001,169,Action|Comedy|Crime,tt0475645,4.4,1896
397,Naam Gum Jaayega,,,https://en.wikipedia.org/wiki/Naam_Gum_Jaayega,tt0227496,Shreemaan Aashique,Shreemaan Aashique,0,1993,152,Comedy,tt0466398,5.3,53
398,Naina (2005 film),tt0443594,https://upload.wikimedia.org/wikipedia/en/6/6c/Nainathefilm.jpg,https://en.wikipedia.org/wiki/Naina_(2005_film),tt0229193,Aastha: In the Prison of Spring,Aastha: In the Prison of Spring,0,1997,132,Drama,tt0449389,3.5,786
399,Neal 'n' Nikki,tt0470869,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Neal_n_nikki_poster.jpg/220px-Neal_n_nikki_poster.jpg,https://en.wikipedia.org/wiki/Neal_%27n%27_Nikki,tt0230055,Bulandi,Bulandi,0,2000,175,Action|Drama,tt0420304,7.1,1939
400,No Entry,tt0451833,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/No_Entry.png/220px-No_Entry.png,https://en.wikipedia.org/wiki/No_Entry,tt0230245,Ghar Ki Laaj,Ghar Ki Laaj,0,1979,\N,Drama,tt0390614,6.8,9084
401,Padmashree Laloo Prasad Yadav,tt0435259,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Padmashree_laloo_prasad_yadav_ver5.jpg/220px-Padmashree_laloo_prasad_yadav_ver5.jpg,https://en.wikipedia.org/wiki/Padmashree_Laloo_Prasad_Yadav,tt0230347,Jaanwar,Jaanwar,0,1999,172,Action|Crime|Drama,tt1483815,5.0,8
402,Page 3 (film),tt0443708,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Page_3_poster.jpg/220px-Page_3_poster.jpg,https://en.wikipedia.org/wiki/Page_3_(film),tt0230358,Janam Se Pehle,Janam Se Pehle,0,1994,150,Crime|Thriller,tt0453978,5.1,651
403,Mumbai Godfather,,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Mumbai_Godfather.jpg/220px-Mumbai_Godfather.jpg,https://en.wikipedia.org/wiki/Mumbai_Godfather,tt0231197,Aulad Ke Dushman,Aulad Ke Dushman,0,1993,152,Drama,tt0451983,5.4,1717
404,Morning Raga,tt0419974,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Morning_Raga_-_2004_Movie_Poster.jpg/220px-Morning_Raga_-_2004_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Morning_Raga_(2005_film),tt0231520,Ek Ghar,Ek Ghar,0,1991,100,Drama,tt0420332,7.8,45896
405,Parineeta (2005 film),tt0437407,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Parineetaposter.jpg/220px-Parineetaposter.jpg,https://en.wikipedia.org/wiki/Parineeta_(2005_film),tt0231765,Humshakal,Humshakal,0,1992,\N,Action|Comedy|Drama,tt0347473,7.0,29914
406,Pehchaan: The Face of Truth,tt0473684,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Pehchaan%2C_The_Face_of_Truth.jpeg/220px-Pehchaan%2C_The_Face_of_Truth.jpeg,https://en.wikipedia.org/wiki/Pehchaan:_The_Face_of_Truth,tt0232079,Mela,Mela,0,2000,172,Action|Adventure|Comedy,tt0449447,2.9,293
407,Paheli,tt0451850,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Paheli_movieposter.jpg/220px-Paheli_movieposter.jpg,https://en.wikipedia.org/wiki/Paheli,tt0232291,Pati Patni Aur Tawaif,Pati Patni Aur Tawaif,0,1990,\N,Drama|Family,tt0418362,6.7,12411
408,Rog,tt0443208,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Rog_Poster.jpg/220px-Rog_Poster.jpg,https://en.wikipedia.org/wiki/Rog,tt0233422,Chachi 420,Chachi 420,0,1997,155,Comedy|Drama|Family,tt0422091,6.7,16754
409,Pyaar Mein Twist,tt0439754,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Pyaar_Mein_Twist.jpg/220px-Pyaar_Mein_Twist.jpg,https://en.wikipedia.org/wiki/Pyaar_Mein_Twist,tt0233808,Godmother,Godmother,0,1999,150,Crime|Drama|Thriller,tt0347332,7.4,14234
410,Salaam Namaste,tt0456165,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Salaam_Namaste_poster.jpg/220px-Salaam_Namaste_poster.jpg,https://en.wikipedia.org/wiki/Salaam_Namaste,tt0233856,Hello Brother,Hello Brother,0,1999,139,Action|Comedy|Fantasy,tt0378072,7.0,12376
411,Revati (film),tt0420123,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Revati_%28film%29.jpg/220px-Revati_%28film%29.jpg,https://en.wikipedia.org/wiki/Revati_(film),tt0234000,Kaho Naa... Pyaar Hai,Kaho Naa... Pyaar Hai,0,2000,172,Action|Romance,tt0437238,6.9,5779
412,Sarkar (2005 film),tt0432047,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Sarkar_movie_poster.jpg/220px-Sarkar_movie_poster.jpg,https://en.wikipedia.org/wiki/Sarkar_(2005_film),tt0234412,Paap Ki Aandhi,Paap Ki Aandhi,0,1991,\N,Action,tt0405507,5.4,3402
413,Sehar,tt0477857,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Sehar_poster.jpg/220px-Sehar_poster.jpg,https://en.wikipedia.org/wiki/Sehar,tt0236978,Amiri Garibi,Amiri Garibi,0,1990,155,Family,tt0382383,7.4,8045
414,Shabd (film),tt0409527,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Shabd_Poster.jpg/220px-Shabd_Poster.jpg,https://en.wikipedia.org/wiki/Shabd_(film),tt0238591,Sham Ghansham,Sham Ghansham,0,1998,160,Action|Drama,tt0418460,6.6,9027
415,Shabnam Mausi,tt0459133,,https://en.wikipedia.org/wiki/Shabnam_Mausi,tt0238936,Devdas,Devdas,0,2002,185,Drama|Musical|Romance,tt0377340,4.6,912
416,Sheesha (2005 film),tt0445056,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Sheesha_%28film%29_poster.jpg/220px-Sheesha_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/Sheesha_(2005_film),tt0240879,Sardar,Sardar,0,1993,175,Biography|Drama|History,tt0397882,4.6,1312
417,Ramji Londonwaley,tt0476848,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Ramji_Londonwaley.jpg/220px-Ramji_Londonwaley.jpg,https://en.wikipedia.org/wiki/Ramji_Londonwale,tt0241753,The Morning Breeze,Naseem,0,1995,89,Drama,tt0363409,5.7,2626
418,Silsiilay,tt0438981,https://upload.wikimedia.org/wikipedia/en/c/c4/Silsilayy.jpg,https://en.wikipedia.org/wiki/Silsiilay,tt0242509,Haatim Tai,Haatim Tai,0,1990,125,Fantasy,tt0409724,6.0,550
419,Socha Na Tha,tt0451919,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Socha_Na_Tha.jpg/220px-Socha_Na_Tha.jpg,https://en.wikipedia.org/wiki/Socha_Na_Tha,tt0242519,Hera Pheri,Hera Pheri,0,2000,156,Action|Comedy|Crime,tt0383975,7.1,1817
420,Taj Mahal: An Eternal Love Story,tt0328503,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Taj_mahal_an_eternal_love_story_poster.jpg/220px-Taj_mahal_an_eternal_love_story_poster.jpg,https://en.wikipedia.org/wiki/Taj_Mahal:_An_Eternal_Love_Story,tt0242831,Saat Rang Ke Sapne,Saat Rang Ke Sapne,0,1998,171,Drama|Romance,tt0363413,5.4,88
421,Tango Charlie,tt0444913,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Tango_charlie.jpg/220px-Tango_charlie.jpg,https://en.wikipedia.org/wiki/Tango_Charlie,tt0243103,Aaj Ke Shahenshah,Aaj Ke Shahenshah,0,1990,132,Action,tt0368580,3.4,534
422,Saathi: The Companion,tt4550894,,https://en.wikipedia.org/wiki/Saathi:_The_Companion,tt0243639,Veerta,Veerta,0,1993,129,Action,tt0410952,5.2,285
423,The Film,tt0466546,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/TheFilm2005.jpg/220px-TheFilm2005.jpg,https://en.wikipedia.org/wiki/The_Film,tt0244528,Hadh Kar Di Aapne,Hadh Kar Di Aapne,0,2000,134,Comedy|Romance,tt0387989,6.0,1272
424,Vaada (film),tt0442855,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Vaada.jpg/220px-Vaada.jpg,https://en.wikipedia.org/wiki/Vaada_(film),tt0244794,Only You,Sirf Tum,0,1999,150,Drama|Romance,tt0364303,6.9,1242
425,Vaah! Life Ho Toh Aisi!,tt0475645,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Vaah%21_Life_Ho_Toh_Aisi%21_poster.jpg/220px-Vaah%21_Life_Ho_Toh_Aisi%21_poster.jpg,https://en.wikipedia.org/wiki/Vaah!_Life_Ho_Toh_Aisi!,tt0245825,Chal Mere Bhai,Chal Mere Bhai,0,2000,136,Comedy|Romance,tt0328729,5.1,1663
426,Ssukh,tt0466398,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Ssukh.jpg/220px-Ssukh.jpg,https://en.wikipedia.org/wiki/Ssukh,tt0246567,Diksha,Diksha,0,1991,120,Drama,tt0396563,4.4,1356
427,Shaadi No. 1,tt0449389,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/ShaadiNo1.jpg/220px-ShaadiNo1.jpg,https://en.wikipedia.org/wiki/Shaadi_No._1,tt0246687,Hu Tu Tu,Hu Tu Tu,0,1999,172,Drama,tt0430030,3.1,120
428,Viruddh... Family Comes First,tt0420304,https://upload.wikimedia.org/wikipedia/en/e/ec/Virrudhfamilycomesfirst.jpg,https://en.wikipedia.org/wiki/Viruddh..._Family_Comes_First,tt0246729,Khiladiyon Ka Khiladi,Khiladiyon Ka Khiladi,0,1996,162,Action|Crime|Drama,tt1137434,2.3,204
429,Waqt: The Race Against Time,tt0390614,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Waqt%282005%29poster_Ver1.jpg/220px-Waqt%282005%29poster_Ver1.jpg,https://en.wikipedia.org/wiki/Waqt:_The_Race_Against_Time,tt0246766,Maa,Maa,0,1992,145,Drama,tt0432506,4.0,27
430,Vidyaarthi,tt1483815,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Vidyaarthi_poster.jpg/220px-Vidyaarthi_poster.jpg,https://en.wikipedia.org/wiki/Vidyaarthi,tt0246839,Papa Kahte Hain,Papa Kahte Hain,0,1996,143,Comedy,tt0414040,4.2,713
431,Yahaan,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Yahaan_-_2005_Movie_Poster.png/220px-Yahaan_-_2005_Movie_Poster.png,https://en.wikipedia.org/wiki/Yahaan,tt0246905,Saajan Chale Sasural,Saajan Chale Sasural,0,1996,134,Comedy|Drama,tt0422236,5.5,2224
432,Yakeen (2005 film),tt0453978,https://upload.wikimedia.org/wikipedia/en/0/0d/Yakeen2005.jpg,https://en.wikipedia.org/wiki/Yakeen_(2005_film),tt0247909,Aaj Ka Goonda Raaj,Aaj Ka Goonda Raaj,0,1992,147,Action|Thriller,tt0415003,5.5,3122
433,Zeher,tt0451983,https://upload.wikimedia.org/wikipedia/en/c/ce/Zeher_2005_film_poster.jpg,https://en.wikipedia.org/wiki/Zeher,tt0247911,Aap Mujhe Achche Lagne Lage,Aap Mujhe Achche Lagne Lage,0,2002,180,Action|Drama|Romance,tt0338959,4.7,136
